id,speaker_id,utterance_order,transcript_id,corpus_id,gloss,num_tokens,stem,part_of_speech,speaker_code,speaker_name,speaker_role,target_child_id,target_child_age,target_child_name,target_child_sex,type,media_end,media_start,media_unit,collection_id,collection_name,num_morphemes,language
1330106,3165,86,4051,43,let's see what kind of toys we brought with us,10,let see what kind of toy we bring with us,v v pro:int n prep n pro:sub v prep pro:obj,MOT,NA,Mother,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,13,eng
1330134,3164,87,4051,43,,0,,,CHI,Allison,Child,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,NA,eng
1330140,3165,88,4051,43,what's in the bag,4,what in the bag,pro:int prep det:art n,MOT,NA,Mother,NA,NA,NA,NA,question,NA,NA,NA,3,Eng-NA,5,eng
1330160,3165,89,4051,43,what's in the bag,4,what in the bag,pro:int prep det:art n,MOT,NA,Mother,NA,NA,NA,NA,question,NA,NA,NA,3,Eng-NA,5,eng
1330176,3164,90,4051,43,horse,1,horse,n,CHI,Allison,Child,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,1,eng
1330181,3165,91,4051,43,what do you see,4,what do you see,pro:int mod pro:per v,MOT,NA,Mother,NA,NA,NA,NA,question,NA,NA,NA,3,Eng-NA,4,eng
1330197,3164,92,4051,43,pig,1,pig,n,CHI,Allison,Child,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,1,eng
1330204,3165,93,4051,43,what,1,what,pro:int,MOT,NA,Mother,NA,NA,NA,NA,question,NA,NA,NA,3,Eng-NA,1,eng
1330215,3164,94,4051,43,pig,1,pig,n,CHI,Allison,Child,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,1,eng
1330221,3165,95,4051,43,play,1,play,n,MOT,NA,Mother,NA,NA,NA,NA,question,NA,NA,NA,3,Eng-NA,1,eng
1330226,3165,96,4051,43,is that what you're saying,5,be that what you say,cop pro:dem pro:int pro:per part,MOT,NA,Mother,NA,NA,NA,NA,question,NA,NA,NA,3,Eng-NA,8,eng
1330240,3165,97,4051,43,play,1,play,n,MOT,NA,Mother,NA,NA,NA,NA,question,NA,NA,NA,3,Eng-NA,1,eng
1330246,3164,98,4051,43,oh,1,oh,co,CHI,Allison,Child,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,1,eng
1330253,3164,99,4051,43,pig,1,pig,n,CHI,Allison,Child,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,1,eng
1330262,3164,100,4051,43,xxx,1,,,CHI,Allison,Child,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,NA,eng
1330268,3164,101,4051,43,ka,1,ka,chi,CHI,Allison,Child,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,1,eng
1330280,3164,102,4051,43,cookie,1,cookie,n,CHI,Allison,Child,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,1,eng
1330285,3164,103,4051,43,cookie,1,cookie,n,CHI,Allison,Child,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,1,eng
1330300,3164,104,4051,43,cookie,1,cookie,n,CHI,Allison,Child,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,1,eng
1330306,3164,105,4051,43,cookie,1,cookie,n,CHI,Allison,Child,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,1,eng
1330313,3164,106,4051,43,cookie,1,cookie,n,CHI,Allison,Child,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,1,eng
1330324,3165,107,4051,43,cookie,1,cookie,n,MOT,NA,Mother,NA,NA,NA,NA,question,NA,NA,NA,3,Eng-NA,1,eng
1330335,3165,108,4051,43,shall we have a cookie,5,shall we have a cookie,mod pro:sub v det:art n,MOT,NA,Mother,NA,NA,NA,NA,question,NA,NA,NA,3,Eng-NA,5,eng
1330354,3165,109,4051,43,okay,1,okay,co,MOT,NA,Mother,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,1,eng
1330362,3165,110,4051,43,let's have a snack,4,let have a snack,v v det:art n,MOT,NA,Mother,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,5,eng
1330379,3165,111,4051,43,we'll we'll have a snack,5,we we have a snack,pro:sub pro:sub v det:art n,MOT,NA,Mother,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,7,eng
1330397,3165,112,4051,43,let's have a snack,4,let have a snack,v v det:art n,MOT,NA,Mother,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,5,eng
1330406,3165,113,4051,43,let's sit down down over here,6,let sit down down over here,v v adv adv prep adv,MOT,NA,Mother,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,7,eng
1330420,3165,114,4051,43,sit down and have a snack,6,sit down and have a snack,v adv coord v det:art n,MOT,NA,Mother,NA,NA,NA,NA,question,NA,NA,NA,3,Eng-NA,6,eng
1330436,3165,115,4051,43,that's a girl,3,that a girl,pro:dem det:art n,MOT,NA,Mother,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,4,eng
1330447,3165,116,4051,43,that's a girl,3,that a girl,pro:dem det:art n,MOT,NA,Mother,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,4,eng
1330459,3165,117,4051,43,Here's some juice,3,Here some juice,n:prop qn n,MOT,NA,Mother,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,4,eng
1330471,3165,118,4051,43,Here's a cup for Allison and a cup for Mommy,10,Here a cup for Allison and a cup for Mommy,n:prop det:art n prep n:prop coord det:art n prep n:prop,MOT,NA,Mother,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,11,eng
1330490,3165,119,4051,43,Mommy,1,Mommy,n:prop,MOT,NA,Mother,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,1,eng
1330496,3165,120,4051,43,let's bring the microphone over,5,let bring the microphone over,v v det:art n adv,MOT,NA,Mother,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,6,eng
1330512,3165,121,4051,43,what's Mommy have,3,what Mommy have,pro:int n:prop v,MOT,NA,Mother,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,4,eng
1330520,3164,122,4051,43,cookie,1,cookie,n,CHI,Allison,Child,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,1,eng
1330527,3165,123,4051,43,cookie,1,cookie,n,MOT,NA,Mother,NA,NA,NA,NA,imperative_emphatic,NA,NA,NA,3,Eng-NA,1,eng
1330531,3165,124,4051,43,okay,1,okay,co,MOT,NA,Mother,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,1,eng
1330537,3165,125,4051,43,here's a cookie for you,5,here a cookie for you,pro:exist det:art n prep pro:per,MOT,NA,Mother,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,6,eng
1330556,3164,126,4051,43,more,1,more,pro:indef,CHI,Allison,Child,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,1,eng
1330561,3165,127,4051,43,there's more in here,4,there more in here,pro:exist adv prep adv,MOT,NA,Mother,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,5,eng
1330573,3165,128,4051,43,we'll have it in a little while,7,we have it in a little while,pro:sub aux pro:per prep det:art adj n,MOT,NA,Mother,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,8,eng
1330592,3164,129,4051,43,bag,1,bag,n,CHI,Allison,Child,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,1,eng
1330602,3165,130,4051,43,oh now let's save these for later,7,oh now let save these for later,co adv v v pro:dem prep adv,MOT,NA,Mother,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,8,eng
1330624,3165,131,4051,43,you eat this cookie,4,you eat this cookie,pro:per v pro:dem n,MOT,NA,Mother,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,4,eng
1330637,3165,132,4051,43,we'll save this one for later,6,we save this one for later,pro:sub v pro:dem pro:indef prep adv,MOT,NA,Mother,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,7,eng
1330653,3164,133,4051,43,,0,,,CHI,Allison,Child,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,NA,eng
1330658,3165,134,4051,43,you're a hungry girl,4,you a hungry girl,pro:per det:art adj n,MOT,NA,Mother,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,5,eng
1330670,3165,135,4051,43,you're a hungry girl,4,you a hungry girl,pro:per det:art adj n,MOT,NA,Mother,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,5,eng
1330699,3164,136,4051,43,ehwideh,1,ehwideh,chi,CHI,Allison,Child,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,1,eng
1330710,3165,137,4051,43,mm,1,mm,co,MOT,NA,Mother,NA,NA,NA,NA,question,NA,NA,NA,3,Eng-NA,1,eng
1330715,3164,138,4051,43,ehwideh,1,ehwideh,chi,CHI,Allison,Child,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,1,eng
1330719,3165,139,4051,43,little bit of juice,4,little bit of juice,adj n prep n,MOT,NA,Mother,NA,NA,NA,NA,question,NA,NA,NA,3,Eng-NA,4,eng
1330734,3164,140,4051,43,cookie,1,cookie,n,CHI,Allison,Child,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,1,eng
1330739,3165,141,4051,43,where's your juice,3,where your juice,adv:int det:poss n,MOT,NA,Mother,NA,NA,NA,NA,question,NA,NA,NA,3,Eng-NA,4,eng
1330747,3164,142,4051,43,gone,1,go,part,CHI,Allison,Child,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,2,eng
1330754,3165,143,4051,43,is it gone,3,be it go,aux pro:per part,MOT,NA,Mother,NA,NA,NA,NA,question,NA,NA,NA,3,Eng-NA,5,eng
1330764,3164,144,4051,43,cookie,1,cookie,n,CHI,Allison,Child,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,1,eng
1330772,3164,145,4051,43,cookie,1,cookie,n,CHI,Allison,Child,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,1,eng
1330774,3164,146,4051,43,no,1,no,co,CHI,Allison,Child,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,1,eng
1330781,3164,147,4051,43,cookie,1,cookie,n,CHI,Allison,Child,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,1,eng
1330785,3164,148,4051,43,no,1,no,co,CHI,Allison,Child,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,1,eng
1330795,3164,149,4051,43,ehwideh,1,ehwideh,chi,CHI,Allison,Child,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,1,eng
1330801,3164,150,4051,43,no,1,no,co,CHI,Allison,Child,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,1,eng
1330806,3165,151,4051,43,we'll have some cookies,4,we have some cookie,pro:sub v qn n,MOT,NA,Mother,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,6,eng
1330817,3165,152,4051,43,I have some here,4,I have some here,pro:sub v qn adv,MOT,NA,Mother,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,4,eng
1330833,3164,153,4051,43,,0,,,CHI,Allison,Child,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,NA,eng
1330836,3165,154,4051,43,oh you spilled the juice,5,oh you spill the juice,co pro:per v det:art n,MOT,NA,Mother,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,6,eng
1330857,3164,155,4051,43,uhoh wideh,2,uhoh wideh,co chi,CHI,Allison,Child,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,2,eng
1330868,3165,156,4051,43,yeah uhoh,2,yeah uhoh,co co,MOT,NA,Mother,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,2,eng
1330876,3165,157,4051,43,oh we'll wipe it up,5,oh we wipe it up,co pro:sub v pro:per adv,MOT,NA,Mother,NA,NA,NA,NA,question,NA,NA,NA,3,Eng-NA,6,eng
1330890,3165,158,4051,43,how's that,2,how that,adv:int pro:dem,MOT,NA,Mother,NA,NA,NA,NA,question,NA,NA,NA,3,Eng-NA,3,eng
1330900,3164,159,4051,43,cookie,1,cookie,n,CHI,Allison,Child,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,1,eng
1330907,3165,160,4051,43,cookie,1,cookie,n,MOT,NA,Mother,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,1,eng
1330914,3165,161,4051,43,mm I think you're a hungry girl,7,mm I think you a hungry girl,co pro:sub v pro:per det:art adj n,MOT,NA,Mother,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,8,eng
1330936,3164,162,4051,43,uh uh uh oh,4,oh,co,CHI,Allison,Child,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,1,eng
1330951,3164,163,4051,43,more xxx,2,more,pro:indef,CHI,Allison,Child,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,1,eng
1330960,3165,164,4051,43,more juice,2,more juice,qn n,MOT,NA,Mother,NA,NA,NA,NA,question,NA,NA,NA,3,Eng-NA,2,eng
1330972,3164,165,4051,43,,0,,,CHI,Allison,Child,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,NA,eng
1330978,3165,166,4051,43,where's the juice,3,where the juice,adv:int det:art n,MOT,NA,Mother,NA,NA,NA,NA,question,NA,NA,NA,3,Eng-NA,4,eng
1330986,3164,167,4051,43,gone,1,go,part,CHI,Allison,Child,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,2,eng
1330997,3165,168,4051,43,gone,1,go,part,MOT,NA,Mother,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,2,eng
1331006,3165,169,4051,43,I think Mommy will have some juice,7,I think Mommy will have some juice,pro:sub v n:prop mod v qn n,MOT,NA,Mother,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,7,eng
1331027,3164,170,4051,43,more,1,more,pro:indef,CHI,Allison,Child,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,1,eng
1331035,3164,171,4051,43,more,1,more,pro:indef,CHI,Allison,Child,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,1,eng
1331043,3164,172,4051,43,ehwideh,1,ehwideh,chi,CHI,Allison,Child,NA,NA,NA,NA,declarative,NA,NA,NA,3,Eng-NA,1,eng
